Description,Location,Links,State,Area,Price,Bedrooms,Bathrooms,Toilets,Agent_number,Added_on,Updated_on
Detached 5bedroom Duplex,Standard Estate Kabusa Abuja,https://www.propertypro.ng/property/5-bedroom-house-for-rent-standard-estate-kabusa-abuja-2GAGE,Abuja,Kabusa,"4,500,000",5 beds,0 baths,0 Toilets,07067964004,06 Feb 2022,19 Feb 2022
1 Bedroom Flat,Lekki Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-lekki-lagos-1GAMQ,Lagos,Lekki,"1,300,000/year",1 beds,2 baths,2 Toilets,09019001143,08 Feb 2022,19 Feb 2022
6 Unit Of A 3 Bedroom,Maruwa Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-maruwa-lekki-lagos-1GAWA,Lagos,Lekki,"75,000,000/year",3 beds,4 baths,4 Toilets,09019001143,10 Feb 2022,19 Feb 2022
Modern & Massive Business Complex,Lakowe Golf Lakowe Ajah Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-lakowe-golf-lakowe-ajah-lagos-0FYYE,Lagos,Ajah,"57,500/sqm",0 beds,0 baths,0 Toilets,08066187389,27 Jan 2022,19 Feb 2022
Newly Built Room And Parlor,Igbo Efon Igbo Efon Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-igbo-efon-igbo-efon-lekki-lagos-8FZXD,Lagos,Lekki,"1,700,000",1 beds,1 baths,2 Toilets,08061641323,03 Feb 2022,19 Feb 2022
4 Bedroom Detached Duplex,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-6GAMY,Lagos,Lekki,"6,000,000",4 beds,5 baths,4 Toilets,09019001143,08 Feb 2022,19 Feb 2022
Hostel Accommodation Of 8 Units Self Contained Apartment,Oniyide Village Along Alapako Road Ifo Ogun,https://www.propertypro.ng/property/flat-apartment-for-sale-oniyide-village-along-alapako-road-ifo-ogun-7GBFQ,Ogun,Ifo,"16,000,000",0 beds,0 baths,0 Toilets,08036833923,13 Feb 2022,24 Feb 2022
40 Square Metres Showroom Space,Adeniyi Jones Ikeja Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-adeniyi-jones-ikeja-lagos-9EKXG,Lagos,Ikeja,"6,000,000/year",0 beds,0 baths,0 Toilets,08186091933,15 Mar 2021,19 Feb 2022
Luxury 1 Bedroom Penthouse Apartment,"Lekki Phase 1,lagos State. Lekki Phase 1 Lekki Lagos",https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-phase-1lagos-state-lekki-phase-1-lekki-lagos-5FZZE,Lagos,Lekki,"2,500,000/year",1 beds,2 baths,2 Toilets,08035225824,04 Feb 2022,19 Feb 2022
Elegant Newly Built 3bedroom Flat,Peluseriki Estate Akala Express Ibadan Oyo,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-peluseriki-estate-akala-express-ibadan-oyo-2FZUH,Oyo,Ibadan,"800,000/year",3 beds,4 baths,4 Toilets,08142185274,03 Feb 2022,19 Feb 2022
Tastefully 3bedroom Flat,Megamound Estate Ikota Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-megamound-estate-ikota-lekki-lagos-4GAGK,Lagos,Lekki,"3,500,000/year",3 beds,3 baths,4 Toilets,08164968133,06 Feb 2022,19 Feb 2022
Newly Renovated 2 Bedroom Duplex,Fadeyi Jibowu Yaba Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-fadeyi-jibowu-yaba-lagos-1FXVH,Lagos,Yaba,"900,000/year",2 beds,2 baths,2 Toilets,08062371593,19 Jan 2022,19 Feb 2022
Big Shop,Off Pedro Road Shomolu Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-off-pedro-road-shomolu-lagos-3FZXR,Lagos,Shomolu,"600,000",0 beds,0 baths,0 Toilets,08084789565,03 Feb 2022,19 Feb 2022
Newly Built Luxury 3 Bedroom Fully Finished And Fully Serviced Apartment,"Lekki Phase 1, Lagos State. Lekki Phase 1 Lekki Lagos",https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-phase-1-lagos-state-lekki-phase-1-lekki-lagos-2FZHZ,Lagos,Lekki,"3,100,000/year",3 beds,4 baths,4 Toilets,08035225824,31 Jan 2022,19 Feb 2022
Well Maintained 5bedroom Semi Detached House,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-8FXSU,Lagos,Lekki,"10,000,000/year",5 beds,5 baths,6 Toilets,08057121358,18 Jan 2022,19 Feb 2022
Corporate Office Building,Near City Hall Lagos Island Lagos Island Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-near-city-hall-lagos-island-lagos-island-lagos-1FWTE,Lagos,Island,"20,000/sqm",0 beds,0 baths,0 Toilets,09014267979,10 Jan 2022,19 Feb 2022
Lovely Modern 5 Bedroom Detached Duplex With Bq,Opebi Ikeja Lagos,https://www.propertypro.ng/property/6-bedroom-house-for-rent-opebi-ikeja-lagos-3GBGA,Lagos,Ikeja,"6,000,000/year",6 beds,7 baths,7 Toilets,08133154602,13 Feb 2022,19 Feb 2022
3bed Apartment,Estate Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-estate-lekki-phase-1-lekki-lagos-5GALR,Lagos,Lekki,"6,000,000",3 beds,3 baths,4 Toilets,09039309323,08 Feb 2022,19 Feb 2022
Executive Mini Flat,Seaside Estate Badore Ajah Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-seaside-estate-badore-ajah-lagos-0FZMR,Lagos,Ajah,"900,000", beds, baths, Toilets,08028761350,01 Feb 2022,24 Feb 2022
Open Office Space,Awolowo Road Ikoyi Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-awolowo-road-ikoyi-lagos-1FYHA,Lagos,Ikoyi,"5,500,000/year",0 beds,0 baths,0 Toilets,08181055075,23 Jan 2022,19 Feb 2022
Furnished 3 Bedroom Apartments,"2 Akinbolagbe Street, Ligali Ayorinde Victoria Island Lagos",https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-2-akinbolagbe-street-ligali-ayorinde-victoria-island-lagos-9FZYU,Lagos,Island,"7,000,000/year",3 beds,3 baths,4 Toilets,08097907402,04 Feb 2022,19 Feb 2022
Clean 2 Bedroom Flat,Alagomeji Yaba Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-alagomeji-yaba-lagos-4GBTJ,Lagos,Yaba,"1,300,000",0 beds,0 baths,0 Toilets,08033115125,17 Feb 2022,19 Feb 2022
Well Finished And Newly Built 3bedroom Flat,Dakibiyu Dakibiyu Abuja,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-dakibiyu-dakibiyu-abuja-7GAQD,Abuja,Dakibiyu,"3,800,000/year",3 beds,3 baths,4 Toilets,08147562407,09 Feb 2022,19 Feb 2022
Six Units Of Spacious 3 Bedroom Flats,Off Adeola Odeku Victoria Island Lagos,https://www.propertypro.ng/property/house-for-rent-off-adeola-odeku-victoria-island-lagos-6FZXW,Lagos,Island,"5,500,000",0 beds,0 baths,0 Toilets,09076639164,03 Feb 2022,19 Feb 2022
Luxury 4 Bedroom Terraced Duplex,Off Orchid Road Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-orchid-road-lekki-phase-1-lekki-lagos-4GAVR,Lagos,Lekki,"4,000,000/year",4 beds,4 baths,5 Toilets,08110227156,10 Feb 2022,19 Feb 2022
3 Bedroom Flat,Chisco Ikate Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-chisco-ikate-lekki-lagos-4GBQP,Lagos,Lekki,"2,700,000/year",3 beds,4 baths,3 Toilets,09019001143,16 Feb 2022,19 Feb 2022
Very Neat 2 Bedroom Flat,"Adedayo Sharp Corner, Oluyole Estate Ibadan Oyo",https://www.propertypro.ng/property/2-bedroom-house-for-rent-adedayo-sharp-corner-oluyole-estate-ibadan-oyo-7GBBL,Oyo,Ibadan,"600,000/year",2 beds,2 baths,3 Toilets,08147747114,11 Feb 2022,19 Feb 2022
Executive 1bedroom Flat,Hoponu Wusu Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-hoponu-wusu-lekki-phase-1-lekki-lagos-6GBQS,Lagos,Lekki,"2,400,000",1 beds,1 baths,2 Toilets,08086267650,16 Feb 2022,19 Feb 2022
"Gia; 3 Bedroom Terrace + Bq At The Venice, Sangotedo",The Venice Sangotedo Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-sale-the-venice-sangotedo-lagos-8FHXA,Lagos,Sangotedo,"39,088,000",3 beds,3 baths,4 Toilets,08062880111,10 Sep 2021,24 Feb 2022
Open Plan Office Space,Oke Bola Ibadan Oyo,https://www.propertypro.ng/property/commercial-property-for-rent-oke-bola-ibadan-oyo-0GBAJ,Oyo,Ibadan,"3,000,000",0 beds,0 baths,0 Toilets,08052778232,11 Feb 2022,19 Feb 2022
Modern Self Compound,Bodija Ibadan Oyo,https://www.propertypro.ng/property/commercial-property-for-rent-bodija-ibadan-oyo-3FXFN,Oyo,Ibadan,"3,000,000",0 beds,0 baths,0 Toilets,08052778232,14 Jan 2022,19 Feb 2022
520 Square Metres Open Plan Space,Shoprite Area Alausa Ikeja Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-shoprite-area-alausa-ikeja-lagos-2EKSS,Lagos,Ikeja,"75,000",0 beds,0 baths,0 Toilets,08186091933,12 Mar 2021,19 Feb 2022
Newly Built Room And Parlor Self Contain,"Pipeline, Liberty Academy Akala Express Ibadan Oyo",https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-pipeline-liberty-academy-akala-express-ibadan-oyo-0GBVD,Oyo,Ibadan,"350,000/year",1 beds,0 baths,0 Toilets,07037117785,17 Feb 2022,19 Feb 2022
Luxury 4 Bedroom Terrace Duplex Plus A Room Bq,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-9GAXR,Lagos,Lekki,"5,000,000",4 beds,4 baths,5 Toilets,08164687732,10 Feb 2022,19 Feb 2022
Open Plan Space 118sqm,James Robertson Street Off Masha Road Masha Surulere Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-james-robertson-street-off-masha-road-masha-surulere-lagos-6FVZU,Lagos,Surulere,"1,800,000/year",0 beds,0 baths,0 Toilets,08028895806,02 Jan 2022,19 Feb 2022
Serviced Mini Flat Penthouse,Off Fola Osibo Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-off-fola-osibo-lekki-phase-1-lekki-lagos-3GAAP,Lagos,Lekki,"2,500,000/year",1 beds,1 baths,1 Toilets,09014267979,04 Feb 2022,19 Feb 2022
Nice And Well Renovated 15000 Square Feet Industrial Warehouse,Eric Moore Surulere Eric Moore Surulere Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-eric-moore-surulere-eric-moore-surulere-lagos-6FHQL,Lagos,Surulere,"1,500",0 beds,0 baths,0 Toilets,08186532571,09 Sep 2021,19 Feb 2022
4 Bedroom With Bq And Swimming Pool,Ikate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-2FXFD,Lagos,Lekki,"5,500,000/year",4 beds,4 baths,5 Toilets,08038125965,14 Jan 2022,19 Feb 2022
Executive Newly Built Miniflat,Hastrup Close Off Western Avenue Western Avenue Surulere Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-hastrup-close-off-western-avenue-western-avenue-surulere-lagos-8GAAE,Lagos,Surulere,"600,000",1 beds,1 baths,2 Toilets,08028895806,04 Feb 2022,19 Feb 2022
3 Bedroom Luxury Apartment,Magodo Gra Phase 1 Ojodu Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-magodo-gra-phase-1-ojodu-lagos-3FXMF,Lagos,Ojodu,"2,300,000/year",3 beds,3 baths,4 Toilets,07036613677,17 Jan 2022,19 Feb 2022
Recently Renovated City View 4 Bedroom Apartment + Bq + Gym + Tennis Court + Squash + Pool+gym Etc In Ocean Parade Banana Island,Banana Island Estate Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-estate-banana-island-ikoyi-lagos-8FVLS,Lagos,Ikoyi,"12,000,000",4 beds,4 baths,5 Toilets,08124269637,23 Dec 2021,24 Feb 2022
Relatively New 2 Bedrooms Flat,Gbagada Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-gbagada-lagos-6FUXG,Lagos,Gbagada,"1,400,000",0 beds,0 baths,0 Toilets,08033115125,16 Dec 2021,19 Feb 2022
4 Bedroom Serviced Duplex,"Lekki Right , Just Before Muruwa Bus Stop Lekki Phase 1 Lekki Lagos",https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-right-just-before-muruwa-bus-stop-lekki-phase-1-lekki-lagos-8FWFS,Lagos,Lekki,"8,000,000",4 beds,4 baths,5 Toilets,08168064058,05 Jan 2022,19 Feb 2022
Newly Built Modern 2 Bedroom Flat,Asaaju Estate Ibadan Oyo,https://www.propertypro.ng/property/flat-apartment-for-rent-asaaju-estate-ibadan-oyo-4GBLR,Oyo,Ibadan,"600,000",0 beds,0 baths,0 Toilets,08052778232,15 Feb 2022,19 Feb 2022
Newly Built 2bedroom Flat,Apete Awotan Road Ibadan Polytechnic University Of Ibadan Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-house-for-rent-apete-awotan-road-ibadan-polytechnic-university-of-ibadan-ibadan-oyo-3GBHN,Oyo,Ibadan,"430,000/year",2 beds,2 baths,2 Toilets,08187281313,14 Feb 2022,19 Feb 2022
2bedroom Flat,Eleganzer Garden Estate Opposite Vgc Vgc Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-eleganzer-garden-estate-opposite-vgc-vgc-lekki-lagos-3FYYM,Lagos,Lekki,"2,000,000/year",2 beds,2 baths,3 Toilets,08168285322,27 Jan 2022,19 Feb 2022
3bedroom Flat,Off Akeem Dickson Street Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-akeem-dickson-street-lekki-phase-1-lekki-lagos-9FZEV,Lagos,Lekki,"3,000,000",3 beds,3 baths,4 Toilets,08086267650,30 Jan 2022,19 Feb 2022
Nice Shop,Yomade Shopping Complex Awoyaya Ajah Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-yomade-shopping-complex-awoyaya-ajah-lagos-0GAGB,Lagos,Ajah,"400,000",0 beds,0 baths,0 Toilets,08066187389,06 Feb 2022,19 Feb 2022
2 Bedroom Flats,"Tinuala Street, Ologuneru Eleyele Ibadan Oyo",https://www.propertypro.ng/property/2-bedroom-house-for-rent-tinuala-street-ologuneru-eleyele-ibadan-oyo-5GBPQ,Oyo,Ibadan,"500,000",2 beds,2 baths,3 Toilets,09151794889,16 Feb 2022,19 Feb 2022
Luxury Penthouse In An Excellent Neighbourhood,Banana Island Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-banana-island-ikoyi-lagos-8FZDX,Lagos,Ikoyi,"19,000,000/year",4 beds,4 baths,5 Toilets,08101105377,29 Jan 2022,19 Feb 2022
"Exquisitely Finished 5 Bedroom Detached House With Lagoon View,","Megamound Estate, Lekki County Homes, Ikota Lekki Lagos",https://www.propertypro.ng/property/5-bedroom-house-for-sale-megamound-estate-lekki-county-homes-ikota-lekki-lagos-2FQGE,Lagos,Lekki,"200,000,000",5 beds,5 baths,6 Toilets,07057302511,04 Nov 2021,24 Feb 2022
Executive 2 Bedroom Flat,Olowora Ojodu Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-olowora-ojodu-lagos-3GABJ,Lagos,Ojodu,"800,000/year",2 beds,3 baths,3 Toilets,09068622049,04 Feb 2022,19 Feb 2022
4bedroom Duplex + Bq,Off Admiralty Way Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-admiralty-way-lekki-phase-1-lekki-lagos-7GBMT,Lagos,Lekki,"7,000,000/year",4 beds,4 baths,5 Toilets,08164968133,15 Feb 2022,19 Feb 2022
Newly Built 5 Bedroom Detached House,Osapa London Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-osapa-london-lekki-lagos-0FYJT,Lagos,Lekki,"12,000,000/year",5 beds,5 baths,6 Toilets,08057121358,24 Jan 2022,19 Feb 2022
4 Bedroom Terrace Duplex With A Room Bq,Ikate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-3GBVT,Lagos,Lekki,"5,000,000/year",4 beds,0 baths,0 Toilets,08037423909,17 Feb 2022,19 Feb 2022
4 Bedroom Semi Detached Duplex With A Room Bq,Adeniyi Jones Ikeja Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-adeniyi-jones-ikeja-lagos-6FWDA,Lagos,Ikeja,"5,000,000/year",4 beds,4 baths,5 Toilets,07036613677,04 Jan 2022,19 Feb 2022
Newly Built Mini Flat,Alagomeji Alagomeji Yaba Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-alagomeji-alagomeji-yaba-lagos-5GARM,Lagos,Yaba,"1,300,000/year",1 beds,1 baths,1 Toilets,08062371593,09 Feb 2022,19 Feb 2022
Stand Alone 5bedroom Duplex Suitable For Commercial Purpose,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-commercial-property-for-rent-lekki-phase-1-lekki-phase-1-lekki-lagos-8FYKR,Lagos,Lekki,"10,000,000",5 beds,5 baths,5 Toilets,08061641323,24 Jan 2022,19 Feb 2022
4 Bedroom,Off Kingsway Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/house-for-rent-off-kingsway-old-ikoyi-ikoyi-lagos-8FPNL,Lagos,Ikoyi,"20,000,000/year",0 beds,0 baths,0 Toilets,09031533553,29 Oct 2021,19 Feb 2022
Luxury 5 Bedroom Detached Duplex,"Off Admiralty Way, Lekki Phase 1 Lagos State. Lekki Phase 1 Lekki Lagos",https://www.propertypro.ng/property/5-bedroom-house-for-rent-off-admiralty-way-lekki-phase-1-lagos-state-lekki-phase-1-lekki-lagos-0FZZG,Lagos,Lekki,"6,000,000/year",5 beds,6 baths,6 Toilets,08035225824,04 Feb 2022,19 Feb 2022
1700 Sqm Office Block,Sanusi Fafunwa Victoria Island Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-sanusi-fafunwa-victoria-island-lagos-9FJXP,Lagos,Island,"40,000/year",0 beds,0 baths,0 Toilets,08187201058,19 Sep 2021,19 Feb 2022
Luxury 4 Bedroom Terraced Duplex,Off Kusenla Road Ikate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-kusenla-road-ikate-lekki-lagos-3GAAQ,Lagos,Lekki,"5,500,000/year",4 beds,4 baths,5 Toilets,08110227156,04 Feb 2022,19 Feb 2022
Recently Renovated City View 4 Bedroom Apartment + Bq + Gym + Tennis Court + Squash + Pool+gym Etc In Ocean Parade Banana Island,Banana Island Estate Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-estate-banana-island-ikoyi-lagos-8FVLS,Lagos,Ikoyi,"12,000,000",4 beds,4 baths,5 Toilets,08124269637,23 Dec 2021,24 Feb 2022
Exquisitely Built 4bedroom Duplex,Sangotedo Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-sangotedo-lagos-8GBRZ,Lagos,Sangotedo,"1,500,000/year",4 beds,4 baths,5 Toilets,09012934533,16 Feb 2022,19 Feb 2022
Standard 2bedroom Ensuite Pent House,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-7GBNP,Lagos,Lekki,"3,000,000/year",2 beds,2 baths,2 Toilets,09029604948,15 Feb 2022,19 Feb 2022
4 Finished Shops,"Eastline Complex, Abraham Adesanya Estate Ajah Lagos",https://www.propertypro.ng/property/commercial-property-for-rent-eastline-complex-abraham-adesanya-estate-ajah-lagos-4FZWR,Lagos,Ajah,"600,000",0 beds,0 baths,0 Toilets,08066187389,03 Feb 2022,19 Feb 2022
Luxury 3 Bedrooms With Boys Quarter,Amity Estate Abijo Sangotedo Ajah Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-amity-estate-abijo-sangotedo-ajah-lagos-6GAWK,Lagos,Ajah,"1,800,000/year",3 beds,4 baths,5 Toilets,09090407416,10 Feb 2022,19 Feb 2022
New Built Executive 3 Bedroom Flat,Off Admiralty Way Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-off-admiralty-way-lekki-phase-1-lekki-lagos-3FXEA,Lagos,Lekki,"5,000,000/year",3 beds,3 baths,4 Toilets,08064656326,13 Jan 2022,19 Feb 2022
5bedroom Semi Detached House With A Room Boy's Quarter,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-9FWRF,Lagos,Lekki,"9,000,000/year",5 beds,5 baths,6 Toilets,08057121358,09 Jan 2022,19 Feb 2022
Newly Renovated 3 Bedroom Flat,Bajulaiye Fola Agoro Yaba Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-bajulaiye-fola-agoro-yaba-lagos-1FYKA,Lagos,Yaba,"1,300,000/year",3 beds,2 baths,2 Toilets,08062371593,24 Jan 2022,19 Feb 2022
Serviced 3 Bedroom Apartment,Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ikoyi-lagos-8GBAU,Lagos,Ikoyi,"8,000,000",3 beds,3 baths,3 Toilets,07080033884,11 Feb 2022,19 Feb 2022
Room And Parlour Self Contain,Mosco Estate Akala Express Ibadan Oyo,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-mosco-estate-akala-express-ibadan-oyo-6GAWY,Oyo,Ibadan,"500,000/year",1 beds,1 baths,1 Toilets,08142185274,10 Feb 2022,19 Feb 2022
New Fully Detached 5 Bedrooms House,Banana Island Estate Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-sale-banana-island-estate-banana-island-ikoyi-lagos-7FAAT,Lagos,Ikoyi,"1,600,000,000",5 beds,5 baths,6 Toilets,08124269637,12 Jul 2021,24 Feb 2022
"Executive 3, Bedroom Flat",Diamond Estate Command Alimosho Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-diamond-estate-command-alimosho-lagos-9FZXU,Lagos,Alimosho,"1,500,000/year",0 beds,4 baths,4 Toilets,08033876086,03 Feb 2022,19 Feb 2022
2 Units Open Hall Space,Cele Bus Stop By Okota Road Ire Akari Isolo Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-cele-bus-stop-by-okota-road-ire-akari-isolo-lagos-9FUGA,Lagos,Isolo,"3,000,000/year",0 beds,2 baths,2 Toilets,08061738583,10 Dec 2021,19 Feb 2022
4bedroom Duplex,"Calton Gate Estate , Akobo Ibadan Oyo",https://www.propertypro.ng/property/4-bedroom-house-for-rent-calton-gate-estate-akobo-ibadan-oyo-5GBVT,Oyo,Ibadan,"2,500,000/year",4 beds,4 baths,5 Toilets,09026318426,17 Feb 2022,19 Feb 2022
Strategic Uncompleted 4 Bedroom Duplex,"Magara Area, On Main Iyaganku Road, Iyaganku Gra Iyanganku Ibadan Oyo",https://www.propertypro.ng/property/4-bedroom-house-for-rent-magara-area-on-main-iyaganku-road-iyaganku-gra-iyanganku-ibadan-oyo-6GAJF,Oyo,Ibadan,"5,000,000",4 beds,4 baths,5 Toilets,08139409831,07 Feb 2022,19 Feb 2022
Standard Room Self Contain,Morocoo Petit Daho Street Yaba Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-morocoo-petit-daho-street-yaba-lagos-5FTJT,Lagos,Yaba,"450,000/year",0 beds,0 baths,0 Toilets,08084789565,02 Dec 2021,19 Feb 2022
Beautifully Finished 3bedroom Flat With A Bq,Wuye Abuja,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-wuye-abuja-4GBEZ,Abuja,Wuye,"3,500,000/year",3 beds,3 baths,4 Toilets,08147562407,13 Feb 2022,19 Feb 2022
Newly Built 5 Bedroom Semi Detached Duplex,Magodo Gra Phase 2 Kosofe Ikosi Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-magodo-gra-phase-2-kosofe-ikosi-lagos-8GBDY,Lagos,Ikosi,"8,000,000/year",5 beds,6 baths,6 Toilets,08133154602,13 Feb 2022,19 Feb 2022
Fully Furnished 4bedroom Semi Detached Duplex,Ikate Elegushi Ikate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-elegushi-ikate-lekki-lagos-8GBKZ,Lagos,Lekki,"7,000,000/year",4 beds,4 baths,5 Toilets,09014267979,15 Feb 2022,19 Feb 2022
